School_name,District_name,Location,VDC/Municipality_name,Ward No.,Total Sutdents: 2070
Shree Nanalal Kanchan Pra Vi Banjariya,BARA,Banjariya,Banjariya,4,198
Narayan Pra V,BARA,Batara,Batara,1,329
Srinath Baba Pra V,BARA,Kanchanpur,Piparabirta,6,458
Nathuni Pra V,BARA,Daurwa,Bishunpurwa,9,368
Nawa Adarsha Pra V,BARA,Banjariya,Banjariya,3,153
Shree Ne Dalit Pre Vi Babuain,BARA,Babuain,Babuain,6,139
Bhutan Devi Mai Pra V,BARA,Bariyarpur,Bariyarpur,5,316
Shree Ne Ra Dalit Pre Vi Mahendra Adarsha,BARA,Mahendra Adarsha,Mahendra Adarsha,4,398
Shree Ne Ra Janjagaran Pravi,BARA,Sunfulwa,Badaki Fulbariya,9,182
Ne Ra Madrassa Eshlmiya Belhiya,BARA,Belhiya,Badaki Fulbariya,7,47
Shree Ne Ra Pra Vi,BARA,Gadahal,Gadhahal,3,233
Shree Ne Ra Pravi,BARA,Bhavani,Kolhabi,5,113
Shree Ne Ra Pra Vi,BARA,Bhagawanpur,Bhagawanpur,8,184
Shree Ne Ra Pra Vi,BARA,Kachorwa,Kachorwa,3,137
Shree Ne Ra Pra Vi Amarpatti,BARA,Chapakiya,Amarpatti,3,164
Shree Ne Ra Pravi Amba,BARA,Amba,Jhitkaiya(dakshin),8,209
Shree Ne Ra Pra Vi Amou,BARA,Amour,Jhitkaiya(dakshin),8,176
Shree Ne Ra Pra Vi Baluwa,BARA,Baluwa,Piparabirta,1,104
Shree Ne Ra Pravi Beldari,BARA,Beldari,Beldari,4,200
Ne Ra Pra V Benaulai,BARA,Bhawanipur,Beldari,9,274
Ne Ra Pra V Bharam Baba,BARA,Telkuwa,Beldari,2,341
Shree Ne Ra Pravi Bharwaliya,BARA,Motisar,Motisar,7,192
Shree Ne Ra Pra Vi Bishrampur,BARA,Musaharwa,Bishrampur,4,263
Shree Ne Ra Pra Vi Buniyad,BARA,Gaunari,Buniyad,1,381
Shree Ne Ra Pra Vi Dharul Ulum,BARA,Betuna,Kabahijabdi,6,15
Shree Ne Ra Pra Vi Golaganj,BARA,Jawani,Amritgang,9,256
Shree Ne Ra Pra Vi Kajani,BARA,Kajani,Amritgang,8,152
Ne Ra Pra V Khutwajabdi,BARA,Khutwajabdi,Amritgang,6,817
Ne Ra Pra V Laxmanawa,BARA,Bishunpurwa,Amritgang,4,373
Shree Ne Ra Pra Vi Mani,BARA,Mani,Patharhatti,1,180
Ne Ra Pra V Mansagra,BARA,Amritgunj,Patharhatti,1,273
Shree Ne Ra Pra Vi Matiarwa,BARA,Matiarwa,Inarwasira,2,257
Shree Ne Ra Pra Vi Matiarwa,BARA,Matiarwa,Matiarwa,9,337
Shree Ne Ra Pra Vi Pheta,BARA,Pheta,Pheta,5,313
Shree Ne Ra Pra Vi Raghunathpur,BARA,Pachianpur,Raghunathpur,4,262
Shree Ne Ra Pra Vi Rampur,BARA,Tegrahar,Kalaiya N.P.,12,174
Shree Ne Ra Pra Vi Shreenagar Bairiya,BARA,Shreenagar Bairiya,Shreenagar Bairiya,5,145
Shree Ne Ra Pra Vi Shreenagar Bairiya,BARA,Shreenagar Bairiya,Shreenagar Bairiya,2,182
Shree Ne Ra Pra Vi Siswa Umjan,BARA,Siswa,Umajan,9,263
Shree Ne Ra Pra Vi Stuwahi,BARA,Stuwahi,Golaganj,1,375
Ne Ra Pra V Tedakatti Tole,BARA,Rampur Tedadakatti Tole,Golaganj,12,200
Shree Ne Ra Pravi Telkuwa,BARA,Telkuwa,Telkuwa,2,170
Shree Ne Ra Pre Vi,BARA,Mahendra Adarsha,Mahendra Adarsha,6,194
Shree Ne Ra Pre Vi Badaki Fulbariya,BARA,Badaki Fulbariya,Badaki Fulbariya,6,181
Shree Ne Ra Pre Vi Bagahi,BARA,Bagahi,Bagahi,1,161
Shree Ne Ra Pre Vi Bagahi Jamuniya,BARA,Jamuniya,Bagahi,5,178
Shree Ne Ra Pre Vi Belahi,BARA,Belahi,Narahi,9,281
Shree Ne Ra Pre Vi Bhaingha,BARA,Bhaingha,Inarwamal,3,187
Shree Ne Ra Pre Vi Dewapur Churhiya,BARA,Churhiya,Badaki Fulbariya,7,178
Shree Ne Ra Pre Vi Gamhariya,BARA,Gamhariya,Jhitkaiya(dakshin),1,187
Shree Ne Ra Pre Vi Gatharima Badaki Fulbariya,BARA,Badaki Fulbariya,Badaki Fulbariya,2,438
Shree Ne Ra Pre Vi Inarwamal,BARA,Inarwamal,Inarwamal,8,206
Shree Ne Ra Pre Vi Jamuniya,BARA,Jamuniya,Bagahi,9,155
Shree Ne Ra Pre Vi Kachanpur,BARA,Kachanpur,Piparabirta,8,303
Shree Ne Ra Pre Vi Pachanpur,BARA,Pachanpur,Raghunathpur,4,138
Shree Ne Ra Pre Vi Viswa,BARA,Viswa,Prasurampur,8,212
Ne Re Pra V Mothiyahi,BARA,Hariya,Prasurampur,1,167
Nepal Bal Mandir Pra V,BARA,Kalaiya,Kalaiya N.P.,6,137
Nepal Dalit Pra V,BARA,Mothiyahi,Haraiya,1,148
Shree Nepal Loktantrik Pra Vi Teta,BARA,Teta,Dewapur,3,353
Nepal Ni Ma V,BARA,Amlekhgang,Amlekhganj,1,1199
Netrodaya Ma V,BARA,Yojanatolen,Nijhgadh,1,333
Ni Dewapur Pra V,BARA,Dewapur,Nijhgadh,3,365
Ni Ni Ma V,BARA,Udarjitkaiya,Nijhgadh,2,656
Ni Ma V Badaharwa,BARA,Budaharwa,Manaharwa,3,442
Ni Ma V Baghwan,BARA,Baghwan,Baghuwan,1,479
Ni Ma V Basatpur,BARA,Bathani,Basatpur,8,954
Ni Ni Ma V Banjariya,BARA,Banjariya,Basatpur,6,530
Ni Ma V Belhiya,BARA,Belhiya,Prastoka,6,1158
Pra V Cakari,BARA,Amlekhgunj,Amlekhganj,9,295
Ni Ma V Chhata Pipra,BARA,Chhata Pipra,Chhata Pipra,2,681
Ni Ma V Dhodharpa,BARA,Dhodharpa,Bachhanpurwa,8,815
Ni Ma V Jaitapur,BARA,Jaitapur,Manaharwa,2,580
Ni Ni Ma V Jamuniya Kachorwa,BARA,Jamuniya Kachorwa,Manaharwa,5,346
Ni Ma V Jamuniya Kanchanwa,BARA,Bagahi,Bagahi,6,406
Ni Ma V Juawa,BARA,Juawa,Sapahi,8,345
Ni Ma V Katarwa,BARA,Katarwa,Dumarwana,7,192
Ni Ni Ma V Khajani,BARA,Khajani,Dumarwana,7,1109
Ni Ma V Khutwa,BARA,Khutwa,Khutwajabdi,8,1017
Ni Ma V Lalpur,BARA,Lalmanharwa,Ratanpuri,8,733
Ni Ma V Motisar,BARA,Motisar,Motisar,4,1180
Ni Ma V Nagual,BARA,Nagual,Jeetpur Bhawanipur,4,279
Ni Ma V Nayabasti,BARA,Nayabasti,Haraiya,6,441
Ni Ma V Pakadiya,BARA,Pakadiya,Pakadiya Chikani,5,580
Ni Ma V Pheta,BARA,Pheta,Pheta,2,1209
Pra V Pipara Birta Pra V,BARA,Pipara Birta,Piparabirta,3,425
Ni Ni Ma V Rampur,BARA,Rampur,Piparabirta,12,737
Palaposhan Pra V,BARA,Dewapurteta,Dewapur,1,717
Panna Devi Kanya Ma V,BARA,Barewa Ghusukpur,Kalaiya N.P.,7,844
Paramananda Pra V,BARA,Naya Behra,Chhata Pipra,6,281
Shree Pargtishil Ne Ra Pre Vi Pargtingar,BARA,Pargtingar,Inarwamal,6,186
Ni Ma V Sishaniya,BARA,Sisahaniya,Sisahaniya,1,1146
Pra V Adhanwa,BARA,Adhanwa,Prasauna,8,250
Pra V Amadar,BARA,Amadar,Fattepur,9,240
Pra V Amarpur,BARA,Amarpur,Golaganj,3,318
Pra V Anuina,BARA,Anuina,Narahi,2,165
Pra V Awarahiyagoth,BARA,Awarahiyagoth,Prasurampur,4,257
Shree Ne Ra Ni Ma Vi Babuain,BARA,Babuain,Babuain,4,709
Pra V Bagdampur,BARA,Bagdampur,Dahiyar,9,431
Shree Ne Ra Ni Ma Vi Bagewanikas,BARA,Bagewanikas,Sapahi,4,279
Pra V Bahuari,BARA,Bahuari,Bahuary,3,141
Pra V Baidhnathpur,BARA,Baidhnathpur,Kalaiya N.P.,13,197
Pra V Bairatpur,BARA,Bairatpur,Bhatauda,9,139
Pra V Bairaya,BARA,Shreenagar Bairiya,Shreenagar Bairiya,7,403
Shree Ne Ra Ni Ma Vi Bairiya,BARA,Sihasani,Sinhasani,6,588
Pra V Bajani,BARA,Bajani,Karaiya,7,598
Shree Ne Ra Ni Ma Vi Bajani,BARA,Bajani,Pipara Simara,5,470
Pra V Bajopatti,BARA,Bajopatti,Amarpatti,5,558
Pra V Bakhataura,BARA,Bakhataura,Hardiya,1,142
Pra V Baldhusawa,BARA,Baldhusawa,Kudawa,9,342
Shree Ne Ra Ni Ma Vi Balirampur,BARA,Balirampur,Bishrampur,3,507
Shree Ne Ma Vi Balirampur,BARA,Balirampur,Balirampur,6,704
Pra V Bandevi,BARA,Bandevi,Balirampur,6,419
Pra V Barabirta,BARA,Barabirta,Umajan,2,103
Pra V Barewa,BARA,Barewa,Amav,9,302
Pra V Barnihar,BARA,Barnihar,Kabahijabdi,9,328
Pra V Barwa,BARA,Barwa,Maheshpur,8,207
Pra V Barwa,BARA,Barwa,Patharhatti,5,244
Pra V Basbariya,BARA,Basbariya,Kachorwa,9,182
Pra V Baswariya,BARA,Kachorwa,Kachorwa,8,254
Pra V Batara,BARA,Batara,Inarwamal,1,198
Pra V Behara Baluwa,BARA,Behara Baluwa,Chhata Pipra,8,220
Pra V Behari,BARA,Behari,Dumarwana,9,129
Pra V Beldari,BARA,Beldari,Beldari,4,784
Pra V Beldari,BARA,Beldari,Beldari,4,226
Pra V Belwatole,BARA,Belwatole,Beldari,3,610
Pra V Betauna,BARA,Betauna,Kabahijabdi,5,227
Pra V Bhalue Mils Area,BARA,Bhalue Mils Area,Rampur Tokani,3,275
Pra V Bhaluhi,BARA,Bhaluhi,Bhaluhi Varwaliya,7,422
Pra V Bhatauda,BARA,Bhatauda,Bhatauda,5,209
Pra V Bhatiniya,BARA,Bhatiniya,Inarwamal,6,426
Pra V Bhattitole,BARA,Bhattitole,Shreenagar Bairiya,1,451
Pra V Bhauarwa,BARA,Bhauarwa,Badaki Fulbariya,1,141
Pra V Bhaura,BARA,Bhaura,Baghuwan,5,513
Pra V Birta,BARA,Birta,Rampurwa,2,278
Pra V Bisauliya,BARA,Bisauliya,Jeetpur Bhawanipur,7,225
Pra V Bishampur,BARA,Kalaiya,Jeetpur Bhawanipur,14,179
Pra V Bishunpurwa,BARA,Bishunpurwa,Jeetpur Bhawanipur,3,557
Pra V Bisulpur,BARA,Bisulpur,Maheshpur,7,359
Pra V Bisunpur,BARA,Bisunpur,Bisunpur,9,343
Pra V Bisunpurwa,BARA,Bisunpurwa,Bisunpur,9,434
Pra V Bohamal,BARA,Bohamal,Mahendra Adarsha,1,213
Pra V Bungjore,BARA,Bungjore,Ratanpuri,5,374
Shree Ne Ra Ni Ma Vi Buniyad,BARA,Buniyad,Buniyad,4,635
Pra V Chainpur,BARA,Chainpur,Lipanimal,8,318
Shree Ne Ra Ni Ma Vi Chakri,BARA,Chakri,Amlekhganj,9,708
Pra V Charmohana,BARA,Charmohana Bagahi,Bagahi,2,273
Pra V Chhatawa,BARA,Chhatawa,Chhatawa,4,243
Pra V Chilghapati,BARA,Chilghapati,Batara,9,361
Pra V Chotkifulbariya,BARA,Chotkifulbariya,Balirampur,9,302
Pra V Dahiyar,BARA,Dahiyar,Dahiyar,5,209
Pra V Dahiyar Semara,BARA,Dahiyar Semara,Bariyarpur,9,145
Pra V Damar,BARA,Damar,Paterwa,7,265
Pra V Dharamnagar,BARA,Dharamnagar,Paterwa,5,425
Pra V Dharmapur,BARA,Dharmapur,Majhariya,8,582
Pra V Dhodharpakatti,BARA,Dhodharpakatti,Rampurwa,9,508
Pra V Dhodiya,BARA,Dhodiya,Tetariya,5,215
Pra V Dhuraha,BARA,Dhuraha,Pipradhi Goth,7,312
Pra V Fulwariya,BARA,Fulwariya,Badaki Fulbariya,6,450
Pra V Galopatti,BARA,Galopatti,Haraiya,9,269
Pra V Gamhargawa,BARA,Gamhargawa,Chhata Pipra,9,605
Shree Ne Ra Ni Ma Vi Gamhariya,BARA,Gamhariya,Purainiya,4,925
Pra V Ganganagar,BARA,Ganganagar,Hariharpur,2,456
Pra V Ghoghadiya,BARA,Ghoghadiya,Balirampur,7,223
Pra V Gowastole,BARA,Gowastole,Ganj Bhawanipur,8,207
Pra V Gulreya,BARA,Gulreya,Beldari,9,295
Pra V Hardiya,BARA,Hardiya,Hardiya,4,261
Pra V Hariharpur,BARA,Hariharpur,Hardiya,4,320
Pra V Haripurbaluwa,BARA,Haripurbaluwa,Prastoka,1,562
Pra V Inarwa,BARA,Inarwa,Telkuwa,9,372
Pra V Inarwa,BARA,Jothpur,Telkuwa,3,243
Shree Ne Ra Ni Ma Vi Itahar,BARA,Itahar,Narahi,6,502
Pra V Jabaka,BARA,Jabaka,Rauwahi,7,242
Pra V Jagatapur,BARA,Jagatapur,Pheta,1,229
Pra V Jamuniya,BARA,Jamuniya,Mahendra Adarsha,2,311
Pra V Jayanagar,BARA,Jayanagar,Laxmipur Kotwali,9,374
Pra V Jhitakaiya,BARA,Jhitakaiya,Jhitkaiya(dakshin),5,189
Ne Ra Ni Ma Bi Jhurjhur,BARA,Jhurjhur,Sapahi,1,497
Pra V Jolgawa,BARA,Jolgawa,Prasurampur,1,358
Pra V Jotpur,BARA,Raghunathpur,Raghunathpur,8,311
Pra V Juawakatti,BARA,Sapahi,Sapahi,6,85
Pra V Kachorwa,BARA,Kachorwa,Kachorwa,2,151
Pra V Kajani,BARA,Amritgunj,Amritgang,8,154
Pra V Kakadi,BARA,Kakadi,Kakadi,2,321
Pra V Kakadi Bhaluwa,BARA,Bhaluwa,Kakadi,5,382
Pra V Kamalpur,BARA,Kamalpur Jhawani,Kakadi,9,308
Pra V Kanakpur,BARA,Kanakpur,Uchidiha,1,193
Shree Ne Ra Ni Ma Vi Kanchanpur,BARA,Kanchanpur,Inarwasira,9,593
Pra V Kanchanpur,BARA,Kukurbhuka,Purainiya,2,121
Pra V Karaiya,BARA,Karaiya,Karaiya,3,319
Pra V Katariya,BARA,Kachorwa,Karaiya,7,326
Pra V Katghat,BARA,Katghat,Karaiya,8,134
Pra V Kawahigoth,BARA,Kahawahigoth,Kabahigoth,4,176
Pra V Khagade,BARA,Khagadev,Amav,4,194
Pra V Khaira,BARA,Khaira,Kolhabi,4,187
Pra V Khairwa,BARA,Khairwa,Fattepur,8,286
Pra V Khajuriya,BARA,Khajuriya,Mahendra Adarsha,7,251
Pra V Khamba,BARA,Khamba,Dohari,4,331
Pra V Kisunpur,BARA,Bishunpur,Bisunpur,2,361
Pra V Koilidiha,BARA,Koilidiha,Inarwamal,9,178
Pra V Kotwali,BARA,Kotwali,Laxmipur Kotwali,7,413
Pra V Kudawa,BARA,Kudawa,Laxmipur Kotwali,5,291
Pra V Kudawa,BARA,Kudawa,Kudawa,8,407
Ne Ra Pra V Kumargadhi,BARA,Kumargadhi,Kakadi,7,177
Pra V Lachhumanawa,BARA,Lachhumanawa,Kakadi,4,414
Pra V Lachhumanwa,BARA,Lachhumanwa,Babuain,8,211
Pra V Lagada Tola,BARA,Lagada Tola,Bagahi,4,196
Pra V Lal,BARA,Lal,Ratanpuri,9,395
Pra V Lautan,BARA,Lautan,Sihorwa,6,392
Pra V Laxmaniya,BARA,Laxmaniya,Baghuwan,9,189
Pra V Madhurijabdi,BARA,Madhurijabdi,Madhurijabdi,1,314
Pra V Majhariya,BARA,Majhariya,Majhariya,6,493
Pra V Majhauliya,BARA,Majhauliya,Jhitkaiya(uttar),5,182
Pra V Malahitole,BARA,Malahitole,Bishunpurwa,8,207
Pra V Malhani,BARA,Malhani,Dahiyar,1,377
Pra V Managadhawa,BARA,Managadhawa,Motisar,9,253
Pra V Mansagaradh,BARA,Mansagaradhath,Amritgang,1,255
Pra V Mathillo Simalchaur,BARA,Mathillo Simalchaur,Bharatganj Singaul,9,161
Pra V Murkibirta,BARA,Siddhapura,Khopawa,3,203
Pra V Musahari,BARA,Musahari,Rampur Tokani,1,165
Pra V Musaharna,BARA,Musaharna,Majhariya,7,290
Pra V Musharna,BARA,Musharnan,Bachhanpurwa,4,240
Shree Ne Ra Ni Ma Vi Bishrampur,BARA,Bishrampur,Bishrampur,2,382
Pra V Naikatola,BARA,Naikatola,Hariharpur,9,424
Pra V Nakatola,BARA,Iteari,Kabahigoth,9,154
Shree Ne Ra Ni Ma Vi Narabasti,BARA,Narabasti,Pipara Simara,3,864
Pra V Nitanpur,BARA,Nitanpur,Chhata Pipra,1,300
Pra V Pacharauta,BARA,Pacharauta,Piparpati Parcharauta,1,206
Pra V Pachgachhia,BARA,Baghahi,Piparpati Parcharauta,1,321
Pra V Pachgachiya,BARA,Pachgachiya,Bagahi,6,255
Pra V Pakadiya,BARA,Pakadiya,Bagahi,5,795
Pra V Pakadiya Inarwa,BARA,Pakadiya Inarwa,Pakadiya Chikani,9,431
Pra V Patarhati,BARA,Patarhati,Patharhatti,7,174
Pra V Paterwa,BARA,Paterwa,Paterwa,2,747
Pra V Pathara,BARA,Sihasani,Sinhasani,8,335
Pra V Phulbariya,BARA,Phoolbariya,Batara,7,430
Pra V Pipara Bajar,BARA,Pipara Bajar,Umajan,1,235
Pra V Piparpati,BARA,Piparpati,Piparpati Jabdi,8,293
Pra V Piprabirta,BARA,Piprabirta,Piparabirta,6,341
Pra V Pipradhi,BARA,Pipradhi,Balirampur,3,151
Pra V Pipradhi,BARA,Pipradhi,Pipradhi Goth,3,302
Pra V Pota,BARA,Pota,Dumarwana,1,126
Pra V Pragatinagar,BARA,Pragatinagar,Sapahi,9,147
Pra V Prastoka,BARA,Prastoka,Sapahi,5,668
Pra V Purainiya,BARA,Purainiya,Sapahi,9,185
Pra V Puranopipra,BARA,Puranopipra,Sapahi,11,593
Pra V Puranotole,BARA,Puranotole,Nijhgadh,4,323
Pra V Rahariyadiha,BARA,Rahariyadiha,Buniyad,3,571
Pra V Rajoutiya,BARA,Rajoutiya,Bhaluhi Varwaliya,8,200
Pra V Ramauli Losahanda,BARA,Ramaulilosahanda,Jeetpur Bhawanipur,8,342
Pra V Ramnagar,BARA,Ramnagar,Shreenagar Bairiya,8,337
Pra V Rampura,BARA,Rampura,Shreenagar Bairiya,2,333
Pra V Rampurba,BARA,Rampurba,Piparpati Jabdi,2,306
Ni Ma V Rampurwa Ni Ma V,BARA,Rampurwa,Rampurwa,5,448
Shree Ne Ra Ni Ma Vi Rauwahi,BARA,Rauwahi,Rauwahi,4,564
Pra V Rauwahi,BARA,Rauwahi,Rauwahi,6,369
Pra V Rupauliya,BARA,Rupauliya,Tedhakatti,7,259
Pra V Sakhuat,BARA,Sakhuat,Banauli,9,318
Pra V Salempur,BARA,Salempur,Banauli,4,409
Pra V Sanfulwa,BARA,Sanfulwa,Badaki Fulbariya,8,272
Pra V Sano Itwal,BARA,Sano Itwal,Uchidiha,6,199
Pra V Santagunj,BARA,Santagunj,Kabahigoth,8,265
Shree N P School Golaganj Kamalpur,BARA,Golaganj,Golaganj,6,375
Pra V Semara,BARA,Semara Gachhia,Bariyarpur,9,399
Ne Ma V Shreepur,BARA,Shreepur,Manaharwa,5,199
Pra V Shreepur,BARA,Shreepur,Sinhasani,1,117
Pra V Sihorwa,BARA,Sihorwa,Sihorwa,2,139
Nera Pra V,BARA,Lautan Mahamdan,Sihorwa,9,254
Pra V Sirsiya,BARA,Sirsiya,Narahi,3,204
Pra V Sisahaniya,BARA,Sisahaniya,Narahi,1,138
Pra V Sishaniya,BARA,Maini,Telkuwa,5,286
Ni Ma V Siswa Ni Ma V,BARA,Siswa,Maheshpur,4,862
Shree Ne Ra Ni Ma Vi Sitalpur,BARA,Sitalpur,Dharma Nagar,8,403
Pra V Solakhapur,BARA,Solakhapur,Kabahigoth,3,311
Pra V Solakpur,BARA,Solakpur,Bagahi,3,189
Pra V Suklaiya,BARA,Suklaiya,Dumarwana,6,71
Pra V Surkhipathara,BARA,Surkhipathara,Pathara,1,530
Pra V Tangiabasti,BARA,Tangiabasti,Dumarwana,7,615
Pra V Tedhakatti,BARA,Tedhakatti,Tedhakatti,4,307
Pra V Telgain,BARA,Telgain,Telkuwa,8,333
Pra V Telkuwa,BARA,Telkuwa,Telkuwa,1,189
Shree Ne Ra Ni Ma Vi Telkuwa,BARA,Telkuwa,Telkuwa,3,371
Pra V Tetriya,BARA,Tetriya,Telkuwa,5,273
Pra V Tetriya,BARA,Tetariya,Tetariya,1,399
Pra V Thulo Itwal,BARA,Thulo Itwal,Uchidiha,4,501
Pra V Triveni,BARA,Triveni,Bhaluhi Varwaliya,5,475
Pra V Uchidhiha,BARA,Uchidhiha,Chhatawa,3,225
Pra V Uchidiha,BARA,Uchidiha,Chhatawa,4,371
Pra V Uttar Jhitkaiya,BARA,Uttar Jhitkaiya,Jhitkaiya(uttar),5,483
Pra V Varwaliya,BARA,Varwaliya,Bhaluhi Varwaliya,2,283
Madrsa Arbiya Anual Islam Viswa,BARA,Viswa,Prasurampur,8,310
Shree Pragati Ne Ra Pravi,BARA,Pipariya,Kolhabi,4,172
Pragati Pra V,BARA,Rajghatta,Dumarwana,8,170
Purano Tole Pra V,BARA,Puranowtol,Dumarwana,4,391
Shree Radha Krishana Pra Vi,BARA,Maheshpur,Maheshpur,2,286
Raj Devi Club Pra Vi,BARA,Pakadi,Maheshpur,9,210
Ram Charitra Ma V,BARA,Chyutaha,Mahendra Adarsha,5,2390
Ram Janaki Ni Ma V,BARA,Nautan,Prasauni,9,289
Ram Janaki Pra V,BARA,Bodhban,Prasauna,9,185
Ram Janaki Pra V,BARA,Sakhui,Manaharwa,4,220
Ram Janaki Pra V,BARA,Inrawa,Telkuwa,7,231
Shree Ram Kabir Pra Vi,BARA,Khopawa,Khopawa,7,276
Ram Pra V,BARA,Barainiya,Barainiya,2,129
Shree Ramjanki Pra Vi Mathawatole,BARA,Mathawatole,Bariyarpur,4,212
Shree Ramjanki Pre Vi Amawa,BARA,Amawa,Jhitkaiya(dakshin),7,143
Ramkabir Pra Vi,BARA,Murkipalaiya,Khopawa,1,398
Shree Ramna Kamnamai Pre Vi,BARA,Nayekatola,Bariyarpur,7,187
Ramnagar Pra V,BARA,Baghuwanpur,Bariyarpur,8,191
Shree Ramngar Pre Vi,BARA,Ramngar,Bhagawanpur,8,220
Shree Ravi Ne Ra Pra Vi,BARA,Piprabirta,Piparabirta,5,295
Saraswati Bidya Mandir Pra V,BARA,Bairaya,Piparabirta,9,249
Saraswati Ma V,BARA,Inarwasira,Inarwasira,6,1403
Saraswati Ni Ma V,BARA,Tallosimaulchaur,Bharatganj Singaul,8,612
Saraswati Pra V,BARA,Thadoline,Bharatganj Singaul,8,202
Saraswati Pra V,BARA,Kolgaul,Ratanpuri,3,325
Saraswati Pra V,BARA,Belahiya,Ratanpuri,7,666
Saraswati Ni Ma V,BARA,Dashbigaha,Pipara Simara,3,261
Sarswati Pra V Parta Tole,BARA,Maheshpur,Maheshpur,8,139
Sarbajanik Ma V,BARA,Bagdev,Nijhgadh,2,796
Sarbajanik Pra V,BARA,Matiarwa,Matiarwa,4,476
Sarwajanik Pra V Rampur,BARA,Kalaiya,Matiarwa,12,165
Satyasworshiva Pra V,BARA,Lachka,Matiarwa,1,328
Shree Satynarayan Bhagwan Pre Vi,BARA,Baluwa,Piparabirta,2,110
Shree Shakteshouri Pra Vi Patharhatti,BARA,Patharhatti,Patharhatti,4,97
Shankar Pra V,BARA,Bhagwanpur,Bhagawanpur,3,358
Shanti Pra V,BARA,Tangiyabasti,Dumarwana,7,219
Sharswati Pra V,BARA,Bashatpurn,Dumarwana,1,223
Shree Sharwojanik Pra Vi,BARA,Rampur,Kalaiya N.P.,12,165
Shee Ne Ra Pra Vi Amav,BARA,Nayatole,Amav,3,229
Shree Shiv Parwoti Pra Vi Dewapur,BARA,Dewapur,Dewapur,5,109
Shiva Parwati Ebs,BARA,Dewapur,Dewapur,5,301
Shiva Parwati Pra V,BARA,Dudhawari,Pipara Simara,9,101
Shiva Radhika Pra V,BARA,Bhodaha,Pipara Simara,1,804
Shiva Shakteshwor Pra V,BARA,Dambarpur,Ratanpuri,7,370
Shiva Shakti Namuna Pra V,BARA,Bharatganj Singal,Bharatganj Singaul,1,243
Siddheshwor Sanskrit Ma V,BARA,Bhawanipur,Kalaiya N.P.,3,232
Shree Simal Chour Majauliya,BARA,Majauliya,Jhitkaiya(uttar),7,92
Shree Sirsaghadi Pravi,BARA,Bhantakatti,Sapahi,9,268
Shree Surybinayak Pre Vi Manaharwa,BARA,Kusmadhi,Manaharwa,9,328
Suryodaya Pra V,BARA,Dhukuwabas,Amlekhganj,8,76
Shree Suryodey Pra Vi Mouja Bijulpur,BARA,Bijulpur,Maheshpur,7,277
Shree Talimush Kundani,BARA,U Jhitkaiya,Jhitkaiya(uttar),7,164
Tapi Ma V,BARA,Bhodaha,Bhodaha,1,680
Thani Mai Pra V,BARA,Jhapali Tole,Pipara Simara,1,105
Thani Ni Ma V,BARA,Biredamar,Amlekhganj,8,309
Tin Chandra Ma V,BARA,Devkotachowk,Kalaiya N.P.,4,695
Shree Trevdev Ne Ra Pra Vi Charmohana,BARA,Charmohana,Hardiya,2,475
Uchha Ma V Airportroad,BARA,Airportroad,Pipara Simara,4,1670
Uchha Uchha Ma V Bakuliya,BARA,Bakuliya,Pipara Simara,5,1693
Uchha Ma V Hattisar,BARA,Hattisar,Dumarwana,4,640
Uchha Ma V Sapahi,BARA,Sapahi,Sapahi,9,1593
Adarsha Ma V,BARDIYA,Motipur,Motipur,3,469
Amar Jyoti Uchcha Ma V,BARDIYA,Sitapur,Jamuni,5,593
Amar Sahid Dasharath Chand Ni Ma V,BARDIYA,Materiya,Motipur,6,358
Amar Sahid Dasharath Chand Uchha Ma V,BARDIYA,Rajapur,Rajapur,1,1501
Ananda Ni Ma V,BARDIYA,Ramnagar,Sanashree,9,401
Anshubharma Uchha Ma V,BARDIYA,Jayanagar,Magaragadi,2,1199
Araniko Ebs,BARDIYA,Kusumba Bazaar,Sanashree,3,535
Astha English Academy Pra Ltd,BARDIYA,Pragati Bajar,Taratal,3,200
Bbs Memorial School,BARDIYA,Thakurdwara,Thakudwara,6,453
Babai Children Academy,BARDIYA,Indra Pur,Sanashree,2,122
Babai Emb School,BARDIYA,Machhagadha,Deudakala,3,131
Babai Sishu Mandir Ni Ma V,BARDIYA,Bargada,Baganaha,2,533
Bagalamukhi Ma V,BARDIYA,Srijana Tol,Gulariya N.P.,8,1548
Bageshwori Awasiya Ebs,BARDIYA,Gi Bi Sa Road,Gulariya N.P.,6,206
Bageshwori Pra V,BARDIYA,Jamuni,Jamuni,4,173
Bageshwori Pra V,BARDIYA,Muraiya,Rajapur,3,202
Bal Jyoti Pra V,BARDIYA,Dhungrahawa,Baganaha,1,55
Bal Kalyan Pra V,BARDIYA,Sonpur,Magaragadi,5,177
Bal Kalyan Pra V,BARDIYA,Thumani,Deudakala,3,186
Bal Kumari Ebs,BARDIYA,Machad,Dhodhari,3,135
Bal Mandir Pra V,BARDIYA,Matanga,Gulariya N.P.,6,286
Bal Priya Ni Ma V,BARDIYA,Tingaruwa,Gola,7,443
Balbiddhya Ni Ma Vi,BARDIYA,Shimarhawa,Dhadhawar,9,387
Bansgadi Academic Public School,BARDIYA,Motipur,Motipur,8,536
Bardiya Educational Academy Sihabahini,BARDIYA,Sihabahini,Motipur,5,175
Bardiya Pyaragan Academy,BARDIYA,Siuniya,Magaragadi,6,94
